date,item,category,region,sales,quantity,price_per_unit
2024-04-25,Product_B,Clothing,South,111.31,3,75.98
2024-04-26,Product_B,Clothing,South,108.87,3,26.92
2024-04-27,Product_B,Clothing,South,118.39,4,80.54
2024-04-28,Product_B,Clothing,South,115.07,3,10.47
2024-04-29,Product_B,Clothing,South,91.83,2,13.18
2024-04-30,Product_B,Clothing,South,121.46,3,28.22
2024-05-01,Product_B,Clothing,South,119.65,2,43.11
2024-05-02,Product_B,Clothing,South,98.8,4,23.4
2024-05-03,Product_B,Clothing,South,108.28,4,88.9
2024-05-04,Product_B,Clothing,South,108.58,2,43.15
2024-05-05,Product_B,Clothing,South,105.62,3,74.99
2024-05-06,Product_B,Clothing,South,96.94,2,63.37
2024-05-07,Product_B,Clothing,South,95.22,3,47.14
2024-05-08,Product_B,Clothing,South,101.23,2,10.29
2024-05-09,Product_B,Clothing,South,112.82,3,41.99
2024-05-10,Product_B,Clothing,South,106.2,2,18.37
2024-05-11,Product_B,Clothing,South,96.78,2,53.29
2024-05-12,Product_B,Clothing,South,107.99,3,15.84
2024-05-13,Product_B,Clothing,South,71.64,2,60.53
2024-05-14,Product_B,Clothing,South,111.52,3,64.31
2024-05-15,Product_B,Clothing,South,82.6,2,82.45
2024-05-16,Product_B,Clothing,South,96.41,4,84.25
2024-05-17,Product_B,Clothing,South,88.93,2,16.94
2024-05-18,Product_B,Clothing,South,87.33,7,40.08
2024-05-19,Product_B,Clothing,South,112.09,2,73.69
2024-05-20,Product_B,Clothing,South,96.08,2,56.55
2024-05-21,Product_B,Clothing,South,104.56,3,23.27
2024-05-22,Product_B,Clothing,South,101.02,4,49.06
2024-05-23,Product_B,Clothing,South,106.71,7,29.86
2024-05-24,Product_B,Clothing,South,103.22,3,76.21
2024-05-25,Product_B,Clothing,South,90.19,1,93.98
2024-05-26,Product_B,Clothing,South,113.6,3,47.91
2024-05-27,Product_B,Clothing,South,99.39,2,80.71
2024-05-28,Product_B,Clothing,South,89.49,6,46.89
2024-05-29,Product_B,Clothing,South,101.57,2,44.54
2024-05-30,Product_B,Clothing,South,121.71,3,62.9
2024-05-31,Product_B,Clothing,South,116.1,6,42.6
2024-06-01,Product_B,Clothing,South,105.06,4,12.36
2024-06-02,Product_B,Clothing,South,106.06,9,84.85
2024-06-03,Product_B,Clothing,South,107.38,5,56.63
2024-06-04,Product_B,Clothing,South,132.47,6,94.66
2024-06-05,Product_B,Clothing,South,116.66,5,48.67
2024-06-06,Product_B,Clothing,South,118.33,2,85.77
2024-06-07,Product_B,Clothing,South,125.57,7,82.24
2024-06-08,Product_B,Clothing,South,118.93,4,53.47
2024-06-09,Product_B,Clothing,South,115.27,7,17.25
2024-06-10,Product_B,Clothing,South,117.25,2,54.68
2024-06-11,Product_B,Clothing,South,119.89,4,75.66
2024-06-12,Product_B,Clothing,South,121.67,2,24.3
2024-06-13,Product_B,Clothing,South,130.78,3,22.18
2024-06-14,Product_B,Clothing,South,125.52,3,69.13
2024-06-15,Product_B,Clothing,South,133.85,2,16.21
2024-06-16,Product_B,Clothing,South,127.27,10,35.4
2024-06-17,Product_B,Clothing,South,130.45,6,32.23
2024-06-18,Product_B,Clothing,South,111.29,2,32.46
2024-06-19,Product_B,Clothing,South,142.06,6,78.35
2024-06-20,Product_B,Clothing,South,138.01,4,79.9
2024-06-21,Product_B,Clothing,South,146.2,11,53.88
2024-06-22,Product_B,Clothing,South,108.94,9,15.64
2024-06-23,Product_B,Clothing,South,160.49,3,22.53
2024-06-24,Product_B,Clothing,South,139.92,4,47.0
2024-06-25,Product_B,Clothing,South,154.12,6,90.99
2024-06-26,Product_B,Clothing,South,134.37,12,69.74
2024-06-27,Product_B,Clothing,South,152.64,3,60.42
2024-06-28,Product_B,Clothing,South,137.72,2,14.7
2024-06-29,Product_B,Clothing,South,143.76,5,33.41
2024-06-30,Product_B,Clothing,South,170.89,4,98.32
2024-07-01,Product_B,Clothing,South,151.58,7,68.88
2024-07-02,Product_B,Clothing,South,157.4,8,60.88
2024-07-03,Product_B,Clothing,South,165.66,5,97.48
2024-07-04,Product_B,Clothing,South,163.64,4,41.46
2024-07-05,Product_B,Clothing,South,161.9,11,23.61
2024-07-06,Product_B,Clothing,South,165.75,8,32.59
2024-07-07,Product_B,Clothing,South,187.82,4,60.51
2024-07-08,Product_B,Clothing,South,164.87,5,20.33
2024-07-09,Product_B,Clothing,South,169.11,3,75.05
2024-07-10,Product_B,Clothing,South,179.24,14,73.71
2024-07-11,Product_B,Clothing,South,181.39,5,17.36
2024-07-12,Product_B,Clothing,South,183.79,6,53.62
2024-07-13,Product_B,Clothing,South,179.86,10,95.11
2024-07-14,Product_B,Clothing,South,163.57,3,70.21
2024-07-15,Product_B,Clothing,South,192.83,6,47.06
2024-07-16,Product_B,Clothing,South,166.5,4,59.09
2024-07-17,Product_B,Clothing,South,182.42,14,56.13
2024-07-18,Product_B,Clothing,South,173.24,4,51.33
2024-07-19,Product_B,Clothing,South,181.5,15,80.77
2024-07-20,Product_B,Clothing,South,186.74,10,33.28
2024-07-21,Product_B,Clothing,South,187.95,11,39.72
2024-07-22,Product_B,Clothing,South,190.19,4,56.74
2024-07-23,Product_B,Clothing,South,203.29,11,89.0
2024-07-24,Product_B,Clothing,South,192.84,4,88.35
2024-07-25,Product_B,Clothing,South,186.96,9,50.61
2024-07-26,Product_B,Clothing,South,200.09,4,79.48
2024-07-27,Product_B,Clothing,South,203.35,18,15.87
2024-07-28,Product_B,Clothing,South,180.13,6,91.83
2024-07-29,Product_B,Clothing,South,199.28,6,54.8
2024-07-30,Product_B,Clothing,South,201.16,14,69.11
2024-07-31,Product_B,Clothing,South,191.96,4,44.24
2024-08-01,Product_B,Clothing,South,209.43,5,96.8
2024-08-02,Product_B,Clothing,South,194.86,10,57.1
2024-08-03,Product_B,Clothing,South,198.24,9,81.36
2024-08-04,Product_B,Clothing,South,195.82,5,67.11
2024-08-05,Product_B,Clothing,South,198.22,4,45.64
2024-08-06,Product_B,Clothing,South,187.55,4,57.97
2024-08-07,Product_B,Clothing,South,184.51,11,72.63
2024-08-08,Product_B,Clothing,South,215.19,5,38.51
2024-08-09,Product_B,Clothing,South,191.04,4,91.55
2024-08-10,Product_B,Clothing,South,189.81,9,98.52
2024-08-11,Product_B,Clothing,South,178.34,11,28.18
2024-08-12,Product_B,Clothing,South,193.58,11,90.46
2024-08-13,Product_B,Clothing,South,186.77,5,23.69
2024-08-14,Product_B,Clothing,South,216.39,7,65.38
2024-08-15,Product_B,Clothing,South,209.98,15,89.42
2024-08-16,Product_B,Clothing,South,192.84,4,55.47
2024-08-17,Product_B,Clothing,South,222.04,4,47.6
2024-08-18,Product_B,Clothing,South,209.06,4,70.11
2024-08-19,Product_B,Clothing,South,195.66,5,24.94
2024-08-20,Product_B,Clothing,South,173.52,3,48.47
2024-08-21,Product_B,Clothing,South,220.97,13,11.13
2024-08-22,Product_B,Clothing,South,183.66,5,57.47
2024-08-23,Product_B,Clothing,South,180.53,4,90.12
2024-08-24,Product_B,Clothing,South,206.58,15,75.83
2024-08-25,Product_B,Clothing,South,220.07,12,87.24
2024-08-26,Product_B,Clothing,South,208.78,4,58.67
2024-08-27,Product_B,Clothing,South,199.79,5,38.29
2024-08-28,Product_B,Clothing,South,199.25,6,83.95
2024-08-29,Product_B,Clothing,South,200.94,7,42.2
2024-08-30,Product_B,Clothing,South,199.04,6,84.54
2024-08-31,Product_B,Clothing,South,193.26,8,25.64
2024-09-01,Product_B,Clothing,South,190.44,4,84.34
2024-09-02,Product_B,Clothing,South,187.68,13,31.59
2024-09-03,Product_B,Clothing,South,179.62,11,41.31
2024-09-04,Product_B,Clothing,South,183.16,6,77.39
2024-09-05,Product_B,Clothing,South,167.8,4,65.88
2024-09-06,Product_B,Clothing,South,182.47,7,85.73
2024-09-07,Product_B,Clothing,South,172.25,5,98.12
2024-09-08,Product_B,Clothing,South,169.75,4,21.36
2024-09-09,Product_B,Clothing,South,181.19,4,39.26
2024-09-10,Product_B,Clothing,South,191.88,5,16.27
2024-09-11,Product_B,Clothing,South,185.68,10,87.02
2024-09-12,Product_B,Clothing,South,159.29,8,85.33
2024-09-13,Product_B,Clothing,South,163.58,7,67.86
2024-09-14,Product_B,Clothing,South,181.33,4,56.14
2024-09-15,Product_B,Clothing,South,160.51,7,29.14
2024-09-16,Product_B,Clothing,South,166.48,14,37.36
2024-09-17,Product_B,Clothing,South,172.6,4,94.45
2024-09-18,Product_B,Clothing,South,155.77,3,78.95
2024-09-19,Product_B,Clothing,South,164.84,3,69.85
2024-09-20,Product_B,Clothing,South,148.76,7,91.65
2024-09-21,Product_B,Clothing,South,154.38,4,60.44
2024-09-22,Product_B,Clothing,South,161.88,11,50.23
2024-09-23,Product_B,Clothing,South,141.03,4,87.81
2024-09-24,Product_B,Clothing,South,159.63,5,44.24
2024-09-25,Product_B,Clothing,South,153.29,3,19.96
2024-09-26,Product_B,Clothing,South,157.27,5,13.78
2024-09-27,Product_B,Clothing,South,152.24,3,92.63
2024-09-28,Product_B,Clothing,South,161.9,7,87.25
2024-09-29,Product_B,Clothing,South,147.76,6,91.97
2024-09-30,Product_B,Clothing,South,140.48,3,82.44
2024-10-01,Product_B,Clothing,South,144.26,13,96.65
2024-10-02,Product_B,Clothing,South,146.75,3,37.43
2024-10-03,Product_B,Clothing,South,140.09,3,35.34
2024-10-04,Product_B,Clothing,South,138.31,3,20.13
2024-10-05,Product_B,Clothing,South,129.2,3,58.66
2024-10-06,Product_B,Clothing,South,127.92,9,31.77
2024-10-07,Product_B,Clothing,South,118.87,11,52.19
2024-10-08,Product_B,Clothing,South,148.77,6,63.85
2024-10-09,Product_B,Clothing,South,117.22,5,36.99
2024-10-10,Product_B,Clothing,South,121.15,3,14.33
2024-10-11,Product_B,Clothing,South,119.34,2,86.7
2024-10-12,Product_B,Clothing,South,133.95,3,63.39
2024-10-13,Product_B,Clothing,South,120.55,2,26.68
2024-10-14,Product_B,Clothing,South,134.52,10,31.56
2024-10-15,Product_B,Clothing,South,113.88,2,13.12
2024-10-16,Product_B,Clothing,South,122.01,3,99.59
2024-10-17,Product_B,Clothing,South,109.51,2,56.93
2024-10-18,Product_B,Clothing,South,137.99,10,84.82
2024-10-19,Product_B,Clothing,South,103.39,3,20.34
2024-10-20,Product_B,Clothing,South,117.13,8,91.87
2024-10-21,Product_B,Clothing,South,119.18,3,84.64
2024-10-22,Product_B,Clothing,South,115.84,2,61.46
2024-10-23,Product_B,Clothing,South,108.75,3,48.74
2024-10-24,Product_B,Clothing,South,108.25,4,49.11
2024-10-25,Product_B,Clothing,South,108.99,2,64.17
2024-10-26,Product_B,Clothing,South,106.13,2,49.9
2024-10-27,Product_B,Clothing,South,116.34,3,66.82
2024-10-28,Product_B,Clothing,South,127.96,3,73.24
2024-10-29,Product_B,Clothing,South,99.49,5,56.11
2024-10-30,Product_B,Clothing,South,90.62,6,44.61
2024-10-31,Product_B,Clothing,South,102.76,3,68.7
2024-11-01,Product_B,Clothing,South,128.81,2,64.06
2024-11-02,Product_B,Clothing,South,94.41,2,55.56
2024-11-03,Product_B,Clothing,South,118.33,3,16.38
2024-11-04,Product_B,Clothing,South,118.26,5,42.57
2024-11-05,Product_B,Clothing,South,95.56,3,14.11
2024-11-06,Product_B,Clothing,South,106.45,6,34.91
2024-11-07,Product_B,Clothing,South,116.77,2,39.82
2024-11-08,Product_B,Clothing,South,96.48,3,27.65
2024-11-09,Product_B,Clothing,South,98.09,2,35.26
2024-11-10,Product_B,Clothing,South,94.21,5,56.49
2024-11-11,Product_B,Clothing,South,89.85,8,10.69
2024-11-12,Product_B,Clothing,South,93.54,4,13.3
2024-11-13,Product_B,Clothing,South,87.88,6,40.5
2024-11-14,Product_B,Clothing,South,100.61,2,61.48
2024-11-15,Product_B,Clothing,South,92.79,3,36.41
2024-11-16,Product_B,Clothing,South,103.1,2,45.73
2024-11-17,Product_B,Clothing,South,85.53,6,65.54
2024-11-18,Product_B,Clothing,South,104.79,7,41.07
2024-11-19,Product_B,Clothing,South,110.27,3,88.68
2024-11-20,Product_B,Clothing,South,82.51,2,73.2
2024-11-21,Product_B,Clothing,South,106.76,2,21.83
2024-11-22,Product_B,Clothing,South,115.92,5,45.51
2024-11-23,Product_B,Clothing,South,92.23,3,46.99
2024-11-24,Product_B,Clothing,South,121.79,2,74.26
2024-11-25,Product_B,Clothing,South,110.04,3,37.84
2024-11-26,Product_B,Clothing,South,99.65,2,95.96
2024-11-27,Product_B,Clothing,South,107.04,2,10.14
2024-11-28,Product_B,Clothing,South,114.13,3,14.6
2024-11-29,Product_B,Clothing,South,110.31,5,15.36
2024-11-30,Product_B,Clothing,South,115.99,3,71.79
2024-12-01,Product_B,Clothing,South,102.49,7,44.55
2024-12-02,Product_B,Clothing,South,114.54,4,43.21
2024-12-03,Product_B,Clothing,South,99.9,6,47.71
2024-12-04,Product_B,Clothing,South,114.15,2,16.39
2024-12-05,Product_B,Clothing,South,107.5,8,41.93
2024-12-06,Product_B,Clothing,South,110.51,2,70.17
2024-12-07,Product_B,Clothing,South,131.58,3,42.57
2024-12-08,Product_B,Clothing,South,131.52,3,10.91
2024-12-09,Product_B,Clothing,South,128.13,3,92.2
2024-12-10,Product_B,Clothing,South,112.58,3,88.63
2024-12-11,Product_B,Clothing,South,121.84,3,20.85
2024-12-12,Product_B,Clothing,South,138.66,3,15.98
2024-12-13,Product_B,Clothing,South,129.5,4,22.79
2024-12-14,Product_B,Clothing,South,152.86,14,47.98
2024-12-15,Product_B,Clothing,South,135.2,6,53.74
2024-12-16,Product_B,Clothing,South,134.82,4,13.94
2024-12-17,Product_B,Clothing,South,131.46,8,60.28
2024-12-18,Product_B,Clothing,South,137.55,5,75.63
2024-12-19,Product_B,Clothing,South,136.38,3,86.1
2024-12-20,Product_B,Clothing,South,146.69,3,48.69
2024-12-21,Product_B,Clothing,South,150.88,4,34.78
2024-12-22,Product_B,Clothing,South,135.18,6,81.01
2024-12-23,Product_B,Clothing,South,131.46,4,81.85
2024-12-24,Product_B,Clothing,South,128.15,2,87.18
2024-12-25,Product_B,Clothing,South,153.33,3,48.79
2024-12-26,Product_B,Clothing,South,138.97,6,62.4
2024-12-27,Product_B,Clothing,South,130.22,5,64.1
2024-12-28,Product_B,Clothing,South,157.37,4,71.96
2024-12-29,Product_B,Clothing,South,180.16,7,25.02
2024-12-30,Product_B,Clothing,South,156.9,5,22.83
2024-12-31,Product_B,Clothing,South,167.07,3,41.13
2024-01-01,Product_C,Electronics,East,343.1,7,62.35
2024-01-02,Product_C,Electronics,East,343.47,12,62.21
2024-01-03,Product_C,Electronics,East,323.26,10,78.29
2024-01-04,Product_C,Electronics,East,326.02,15,41.77
2024-01-05,Product_C,Electronics,East,310.36,6,95.18
2024-01-06,Product_C,Electronics,East,318.08,6,47.75
2024-01-07,Product_C,Electronics,East,334.59,8,52.87
2024-01-08,Product_C,Electronics,East,339.77,11,28.42
2024-01-09,Product_C,Electronics,East,309.81,9,26.75
2024-01-10,Product_C,Electronics,East,314.65,13,86.95
2024-01-11,Product_C,Electronics,East,318.61,17,16.4
2024-01-12,Product_C,Electronics,East,319.86,25,94.67
2024-01-13,Product_C,Electronics,East,307.05,10,46.85
2024-01-14,Product_C,Electronics,East,317.37,7,85.22
2024-01-15,Product_C,Electronics,East,306.28,13,72.43
2024-01-16,Product_C,Electronics,East,308.69,7,68.92
2024-01-17,Product_C,Electronics,East,312.04,19,88.83
2024-01-18,Product_C,Electronics,East,304.32,9,35.42
2024-01-19,Product_C,Electronics,East,297.51,11,13.38
2024-01-20,Product_C,Electronics,East,298.35,19,78.9
2024-01-21,Product_C,Electronics,East,296.11,29,47.49
2024-01-22,Product_C,Electronics,East,290.81,9,14.92
2024-01-23,Product_C,Electronics,East,289.42,5,30.35
2024-01-24,Product_C,Electronics,East,305.49,13,37.35
2024-01-25,Product_C,Electronics,East,292.61,15,10.13
2024-01-26,Product_C,Electronics,East,281.56,7,97.02
2024-01-27,Product_C,Electronics,East,289.03,15,69.67
2024-01-28,Product_C,Electronics,East,276.3,6,86.36
2024-01-29,Product_C,Electronics,East,288.99,10,37.26
2024-01-30,Product_C,Electronics,East,278.63,12,74.14
2024-01-31,Product_C,Electronics,East,271.6,6,26.35
2024-02-01,Product_C,Electronics,East,274.96,11,91.17
2024-02-02,Product_C,Electronics,East,252.67,5,98.64
2024-02-03,Product_C,Electronics,East,255.1,6,45.39
2024-02-04,Product_C,Electronics,East,252.51,7,69.49
2024-02-05,Product_C,Electronics,East,264.06,20,59.0
2024-02-06,Product_C,Electronics,East,278.26,7,25.06
2024-02-07,Product_C,Electronics,East,281.67,6,62.54
2024-02-08,Product_C,Electronics,East,264.28,5,13.82
2024-02-09,Product_C,Electronics,East,261.57,12,64.14
2024-02-10,Product_C,Electronics,East,237.36,10,74.3
2024-02-11,Product_C,Electronics,East,248.89,6,19.23
2024-02-12,Product_C,Electronics,East,245.52,8,55.8
2024-02-13,Product_C,Electronics,East,246.41,9,93.96
2024-02-14,Product_C,Electronics,East,250.31,5,72.75
2024-02-15,Product_C,Electronics,East,246.79,6,51.55
2024-02-16,Product_C,Electronics,East,231.38,4,72.51
2024-02-17,Product_C,Electronics,East,258.46,6,87.55
2024-02-18,Product_C,Electronics,East,240.2,11,82.64
2024-02-19,Product_C,Electronics,East,253.42,14,41.08
2024-02-20,Product_C,Electronics,East,272.0,11,98.07
2024-02-21,Product_C,Electronics,East,242.44,5,73.11
2024-02-22,Product_C,Electronics,East,226.84,5,60.59
2024-02-23,Product_C,Electronics,East,249.92,5,54.66
2024-02-24,Product_C,Electronics,East,264.55,10,24.67
2024-02-25,Product_C,Electronics,East,274.0,6,76.1
2024-02-26,Product_C,Electronics,East,243.11,9,12.27
2024-02-27,Product_C,Electronics,East,261.47,6,11.03
2024-02-28,Product_C,Electronics,East,253.04,6,97.32
2024-02-29,Product_C,Electronics,East,257.92,9,31.15
2024-03-01,Product_C,Electronics,East,286.79,7,83.54
2024-03-02,Product_C,Electronics,East,246.75,7,97.03
2024-03-03,Product_C,Electronics,East,265.82,22,55.43
2024-03-04,Product_C,Electronics,East,269.52,6,87.64
2024-03-05,Product_C,Electronics,East,277.3,16,82.0
2024-03-06,Product_C,Electronics,East,269.06,8,45.69
2024-03-07,Product_C,Electronics,East,272.82,17,87.88
2024-03-08,Product_C,Electronics,East,267.5,16,37.88
2024-03-09,Product_C,Electronics,East,275.79,12,88.43
2024-03-10,Product_C,Electronics,East,271.35,7,81.7
2024-03-11,Product_C,Electronics,East,282.66,14,66.24
2024-03-12,Product_C,Electronics,East,274.38,8,84.95
2024-03-13,Product_C,Electronics,East,283.45,6,11.09
2024-03-14,Product_C,Electronics,East,280.95,7,14.67
2024-03-15,Product_C,Electronics,East,294.0,9,35.89
2024-03-16,Product_C,Electronics,East,283.66,12,41.77
2024-03-17,Product_C,Electronics,East,267.81,7,40.06
2024-03-18,Product_C,Electronics,East,299.45,7,46.41
2024-03-19,Product_C,Electronics,East,278.96,21,80.54
2024-03-20,Product_C,Electronics,East,282.58,13,48.95
2024-03-21,Product_C,Electronics,East,284.15,7,39.92
2024-03-22,Product_C,Electronics,East,304.73,24,43.65
2024-03-23,Product_C,Electronics,East,270.39,5,67.76
2024-03-24,Product_C,Electronics,East,323.76,8,66.91
2024-03-25,Product_C,Electronics,East,303.45,16,47.65
2024-03-26,Product_C,Electronics,East,295.49,7,19.12
2024-03-27,Product_C,Electronics,East,292.95,13,34.87
2024-03-28,Product_C,Electronics,East,296.45,10,98.23
2024-03-29,Product_C,Electronics,East,298.75,23,56.68
2024-03-30,Product_C,Electronics,East,299.8,17,97.36
2024-03-31,Product_C,Electronics,East,298.57,20,46.32
2024-04-01,Product_C,Electronics,East,293.43,7,73.41
2024-04-02,Product_C,Electronics,East,289.93,10,41.19
2024-04-03,Product_C,Electronics,East,289.61,11,33.78
2024-04-04,Product_C,Electronics,East,288.26,15,53.47
2024-04-05,Product_C,Electronics,East,300.49,14,35.87
2024-04-06,Product_C,Electronics,East,293.89,8,97.17
2024-04-07,Product_C,Electronics,East,257.22,7,16.93
2024-04-08,Product_C,Electronics,East,291.73,22,95.63
2024-04-09,Product_C,Electronics,East,285.53,13,18.29
2024-04-10,Product_C,Electronics,East,281.7,8,66.13
2024-04-11,Product_C,Electronics,East,276.19,7,34.07
2024-04-12,Product_C,Electronics,East,289.4,27,96.85
2024-04-13,Product_C,Electronics,East,285.62,14,70.84
2024-04-14,Product_C,Electronics,East,266.31,6,64.9
2024-04-15,Product_C,Electronics,East,275.92,12,34.4
2024-04-16,Product_C,Electronics,East,259.87,7,87.95
2024-04-17,Product_C,Electronics,East,253.47,5,19.53
2024-04-18,Product_C,Electronics,East,258.62,15,95.03
2024-04-19,Product_C,Electronics,East,271.09,6,89.47
2024-04-20,Product_C,Electronics,East,269.54,14,62.88
2024-04-21,Product_C,Electronics,East,262.65,6,71.21
2024-04-22,Product_C,Electronics,East,262.27,9,11.39
2024-04-23,Product_C,Electronics,East,257.68,7,32.78
2024-04-24,Product_C,Electronics,East,243.6,8,96.18
2024-04-25,Product_C,Electronics,East,251.85,9,85.58
2024-04-26,Product_C,Electronics,East,253.08,14,70.52
2024-04-27,Product_C,Electronics,East,250.19,5,19.17
2024-04-28,Product_C,Electronics,East,252.16,24,49.02
2024-04-29,Product_C,Electronics,East,245.03,17,77.35
2024-04-30,Product_C,Electronics,East,239.2,5,49.06
2024-05-01,Product_C,Electronics,East,244.2,12,49.1
2024-05-02,Product_C,Electronics,East,231.13,5,10.81
2024-05-03,Product_C,Electronics,East,220.56,6,65.2
2024-05-04,Product_C,Electronics,East,225.83,6,31.78
2024-05-05,Product_C,Electronics,East,218.2,5,18.23
2024-05-06,Product_C,Electronics,East,217.2,12,88.97
2024-05-07,Product_C,Electronics,East,220.92,5,11.24
2024-05-08,Product_C,Electronics,East,212.98,10,29.3
2024-05-09,Product_C,Electronics,East,216.5,10,32.28
2024-05-10,Product_C,Electronics,East,199.45,15,51.3
2024-05-11,Product_C,Electronics,East,219.46,5,64.61
2024-05-12,Product_C,Electronics,East,216.42,5,17.3
2024-05-13,Product_C,Electronics,East,207.46,4,85.46
2024-05-14,Product_C,Electronics,East,221.6,5,84.07
2024-05-15,Product_C,Electronics,East,223.9,4,58.98
2024-05-16,Product_C,Electronics,East,198.11,10,65.51
2024-05-17,Product_C,Electronics,East,206.36,5,76.41
2024-05-18,Product_C,Electronics,East,206.25,6,16.16
2024-05-19,Product_C,Electronics,East,204.64,8,92.87
2024-05-20,Product_C,Electronics,East,222.57,6,58.45
2024-05-21,Product_C,Electronics,East,212.71,10,43.16
2024-05-22,Product_C,Electronics,East,212.51,4,69.98
2024-05-23,Product_C,Electronics,East,195.75,4,50.89
2024-05-24,Product_C,Electronics,East,222.91,6,32.35
2024-05-25,Product_C,Electronics,East,205.04,5,48.48
2024-05-26,Product_C,Electronics,East,219.02,7,68.44
2024-05-27,Product_C,Electronics,East,222.29,4,15.76
2024-05-28,Product_C,Electronics,East,234.31,5,36.31
2024-05-29,Product_C,Electronics,East,208.9,7,11.97
2024-05-30,Product_C,Electronics,East,193.16,8,55.24
2024-05-31,Product_C,Electronics,East,226.63,18,54.2
2024-06-01,Product_C,Electronics,East,244.3,5,19.49
2024-06-02,Product_C,Electronics,East,240.24,5,46.87
2024-06-03,Product_C,Electronics,East,231.55,6,33.42
2024-06-04,Product_C,Electronics,East,226.18,13,24.44
2024-06-05,Product_C,Electronics,East,240.83,18,26.71
2024-06-06,Product_C,Electronics,East,224.7,6,89.35
2024-06-07,Product_C,Electronics,East,240.88,5,71.66
2024-06-08,Product_C,Electronics,East,242.85,16,36.03
2024-06-09,Product_C,Electronics,East,250.06,11,32.5
2024-06-10,Product_C,Electronics,East,268.69,8,58.2
2024-06-11,Product_C,Electronics,East,246.62,10,41.84
2024-06-12,Product_C,Electronics,East,239.16,5,81.04
2024-06-13,Product_C,Electronics,East,245.5,11,92.24
2024-06-14,Product_C,Electronics,East,229.5,4,39.41
2024-06-15,Product_C,Electronics,East,241.61,9,55.51
2024-06-16,Product_C,Electronics,East,245.75,5,88.87
2024-06-17,Product_C,Electronics,East,245.79,17,45.35
2024-06-18,Product_C,Electronics,East,253.65,7,55.28
2024-06-19,Product_C,Electronics,East,244.89,13,87.29
2024-06-20,Product_C,Electronics,East,265.21,7,85.41
2024-06-21,Product_C,Electronics,East,254.76,5,77.35
2024-06-22,Product_C,Electronics,East,255.3,9,64.95
2024-06-23,Product_C,Electronics,East,252.62,15,70.63
2024-06-24,Product_C,Electronics,East,257.82,15,72.46
2024-06-25,Product_C,Electronics,East,264.76,13,20.58
2024-06-26,Product_C,Electronics,East,247.93,14,10.18
2024-06-27,Product_C,Electronics,East,249.98,6,75.92
2024-06-28,Product_C,Electronics,East,253.33,8,24.52
2024-06-29,Product_C,Electronics,East,242.57,18,11.72
2024-06-30,Product_C,Electronics,East,247.35,14,90.18
2024-07-01,Product_C,Electronics,East,250.15,12,41.88
2024-07-02,Product_C,Electronics,East,262.88,18,30.01
2024-07-03,Product_C,Electronics,East,255.85,8,64.7
2024-07-04,Product_C,Electronics,East,254.1,12,15.2
2024-07-05,Product_C,Electronics,East,259.48,10,31.08
2024-07-06,Product_C,Electronics,East,248.27,13,96.39
2024-07-07,Product_C,Electronics,East,252.09,7,60.12
2024-07-08,Product_C,Electronics,East,245.57,9,48.6
2024-07-09,Product_C,Electronics,East,247.55,7,72.68
2024-07-10,Product_C,Electronics,East,237.26,6,25.45
2024-07-11,Product_C,Electronics,East,216.78,7,47.08
2024-07-12,Product_C,Electronics,East,237.81,5,66.83
2024-07-13,Product_C,Electronics,East,251.28,8,20.39
2024-07-14,Product_C,Electronics,East,244.13,7,20.55
2024-07-15,Product_C,Electronics,East,242.26,10,22.86
2024-07-16,Product_C,Electronics,East,242.64,6,28.56
2024-07-17,Product_C,Electronics,East,228.79,8,90.61
2024-07-18,Product_C,Electronics,East,227.45,12,55.7
2024-07-19,Product_C,Electronics,East,216.84,8,11.63
2024-07-20,Product_C,Electronics,East,217.37,5,16.21
2024-07-21,Product_C,Electronics,East,224.19,7,60.46
2024-07-22,Product_C,Electronics,East,227.57,6,71.98
2024-07-23,Product_C,Electronics,East,211.63,10,10.9
2024-07-24,Product_C,Electronics,East,206.04,5,58.21
2024-07-25,Product_C,Electronics,East,208.09,4,83.92
2024-07-26,Product_C,Electronics,East,211.67,4,53.66
2024-07-27,Product_C,Electronics,East,188.84,8,81.24
2024-07-28,Product_C,Electronics,East,178.0,6,26.51
2024-07-29,Product_C,Electronics,East,193.19,4,89.43
2024-07-30,Product_C,Electronics,East,184.3,6,16.81
2024-07-31,Product_C,Electronics,East,189.33,7,82.32
2024-08-01,Product_C,Electronics,East,190.91,4,28.31
2024-08-02,Product_C,Electronics,East,185.94,14,88.96
2024-08-03,Product_C,Electronics,East,203.19,7,58.76
2024-08-04,Product_C,Electronics,East,190.23,3,15.99
2024-08-05,Product_C,Electronics,East,188.39,5,16.67
2024-08-06,Product_C,Electronics,East,190.14,7,82.34
2024-08-07,Product_C,Electronics,East,171.21,6,99.75
2024-08-08,Product_C,Electronics,East,191.79,5,38.9
2024-08-09,Product_C,Electronics,East,179.58,9,41.55
2024-08-10,Product_C,Electronics,East,186.13,7,16.18
2024-08-11,Product_C,Electronics,East,167.93,6,51.78
2024-08-12,Product_C,Electronics,East,162.48,4,69.11
2024-08-13,Product_C,Electronics,East,185.71,4,10.75
2024-08-14,Product_C,Electronics,East,180.96,9,69.55
2024-08-15,Product_C,Electronics,East,167.98,5,10.48
2024-08-16,Product_C,Electronics,East,168.26,3,79.55
2024-08-17,Product_C,Electronics,East,188.31,5,15.98
2024-08-18,Product_C,Electronics,East,165.39,4,62.53
